Author full names,Title,DOI,Link,Source,Abstract,Author Keywords,Index Keywords,To include
"Lage-Rupprecht, Vanessa (57219405789); Schultz, Bruce (57219688762); Dick, Justus (57481640400); Namysl, Marcin (57215085042); Zaliani, Andrea (6602568524); Gebel, Stephan (6602427994); Pless, Ole (25637705300); Reinshagen, Jeanette (54684956900); Ellinger, Bernhard (16641833600); Ebeling, Christian (7004618758); Esser, Alexander (57208425214); Jacobs, Marc (57200142182); Claussen, Carsten (57191982190); Hofmann-Apitius, Martin (57204494354)",A hybrid approach unveils drug repurposing candidates targeting an Alzheimer pathophysiology mechanism,10.1016/j.patter.2021.100433,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126013060&doi=10.1016%2fj.patter.2021.100433&partnerID=40&md5=707c88195f04bd660bc3824e3d72220d,Scopus,"The high number of failed pre-clinical and clinical studies for compounds targeting Alzheimer disease (AD) has demonstrated that there is a need to reassess existing strategies. Here, we pursue a holistic, mechanism-centric drug repurposing approach combining computational analytics and experimental screening data. Based on this integrative workflow, we identified 77 druggable modifiers of tau phosphorylation (pTau). One of the upstream modulators of pTau, HDAC6, was screened with 5,632 drugs in a tau-specific assay, resulting in the identification of 20 repurposing candidates. Four compounds and their known targets were found to have a link to AD-specific genes. Our approach can be applied to a variety of AD-associated pathophysiological mechanisms to identify more repurposing candidates. © 2022 The Authors",Alzheimer disease; computational modeling; data integration; drug repurposing; DSML 3: Development/Pre-production: Data science output has been rolled out/validated across multiple domains/problems; HDAC6; in vitro screening; knowledge graph; tau phosphorylation,Data integration; Knowledge graph; Neurodegenerative diseases; Phosphorylation; Alzheimers disease; Computational modelling; Domain problems; Drug repurposing; DSML 3: development/pre-production: data science output have been rolled out/validated across multiple domain/problem; HDAC6; In vitro screening; In-vitro; Knowledge graphs; Multiple domains; Pre-production; Production data; Repurposing; Tau phosphorylation; Diagnosis,FALSE
"Wu, Da (57219493000); Yang, Jingye (57219494613); Wang, Kai (35286098800)",Exploring the reversal curse and other deductive logical reasoning in BERT and GPT-based large language models,10.1016/j.patter.2024.101030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205832199&doi=10.1016%2fj.patter.2024.101030&partnerID=40&md5=4f12b27e8890757842b1cba73dfbdea1,Scopus,"The “Reversal Curse” describes the inability of autoregressive decoder large language models (LLMs) to deduce “B is A” from “A is B,” assuming that B and A are distinct and can be uniquely identified from each other. This logical failure suggests limitations in using generative pretrained transformer (GPT) models for tasks like constructing knowledge graphs. Our study revealed that a bidirectional LLM, bidirectional encoder representations from transformers (BERT), does not suffer from this issue. To investigate further, we focused on more complex deductive reasoning by training encoder and decoder LLMs to perform union and intersection operations on sets. While both types of models managed tasks involving two sets, they struggled with operations involving three sets. Our findings underscore the differences between encoder and decoder models in handling logical reasoning. Thus, selecting BERT or GPT should depend on the task's specific needs, utilizing BERT's bidirectional context comprehension or GPT's sequence prediction strengths. © 2024 The Author(s)",auto-regressive model; BERT; bidirectional encoder; deductive logical reasoning; GPT; large language model; LLM; reversal curse,Encoding (symbols); Knowledge graph; Modeling languages; Autoregressive modelling; Bidirectional encoder; Bidirectional encoder representation from transformer; Deductive logical reasoning; Generative pretrained transformer; Language model; Large language model; Logical reasoning; Reversal curse; Decoding,FALSE
"Quantin, Matthieu (57189086897); Plessis, William (59407532000); Laroche, Florent (24448571000)","AIDEN, a visualization tool in virtual reality for RDF graph",10.1016/j.procir.2024.03.034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208786876&doi=10.1016%2fj.procir.2024.03.034&partnerID=40&md5=579069e257fc994ff2f3c202c884b26b,Scopus,"This paper presents AIDEN (Artificial Intelligence for Data Exploration and Navigation), a system based on virtual reality (VR) to provide an immersive and intuitive application for exploring, analyzing, and modifying RDF knowledge graphs in an interactive three-dimensional environment. The system aims to enhance knowledge capitalization and decision-support processes by helping user to navigate through complex RDF knowledge graphs in an intuitive manner. By facilitating the physical navigation of virtual space with its multi-modal interactions such as gestures, movements, and voice commands; AIDEN allows technical data readily accessible to non-experts. This immersive approach takes advantage of humans' innate ability to interact with three-dimensional environments, thereby enhancing the user experience by reducing cognitive load while exploiting the potential of a third dimension for data visualization purposes. Two distinct knowledge graph representations have been designed to optimize navigation and user experience. The first type, the ""overall view,""is designed for pattern recognition and group identification. The second, called ""immersive view,""submerges the user into the graph for a more local perspective, enhancing the readability of individual node relationships. This paper discusses the design and implementation of AIDEN and explores its potential to improve the way to interact with complex data structures. © 2024 The Authors. Published by Elsevier B.V.",Design methodology; knowledge management; technologies; tools; virtual reality,Data exploration; Data navigations; Design Methodology; Immersive; Knowledge graphs; RDF graph; Technology; Three-dimensional environment; Users' experiences; Visualization tools; Knowledge graph,FALSE
"Liang, Xinxin (58663111900); Wang, Zuoxu (57204931556); Li, Mingrui (57218375052); Yan, Zhijie (58900266200)",A survey of LLM-augmented knowledge graph construction and application in complex product design,10.1016/j.procir.2024.07.069,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208784617&doi=10.1016%2fj.procir.2024.07.069&partnerID=40&md5=1a8d8ed01d3382cf4f1d3f6ca729be15,Scopus,"In the field of complex product design, deploying knowledge graphs (KGs) has become a promising trend due to its strength on exploiting and applying the large-scale, complex, and specialized domain knowledge. In recent years, large language models (LLMs) have also attracted much attention due to their outstanding performance in natural language understanding and generation. However, in the research of complex product design dominated by domain knowledge, few studies involve LLMS and KG at the same time. To fill this gap, we survey 42 articles published in the last four years, focusing on three key questions. The combination of LLM and KG in specific applications in complex product design is deeply discussed. The analysis reveals how these techniques facilitate data collection, design concept formation and design process optimization and proposes a technical framework combining LLM and KG for complex product design domain. In addition, we identify key challenges and propose directions for future research. As an explorative survey paper, this paper provides insightful ideas for implementing more specialized domain knowledge graph in complex product design field. © 2024 The Authors. Published by Elsevier B.V.",Design: challenges & Innovation; Knowledge Graph; Large Language Model,Complex products; Design challenges; Design innovations; Domain knowledge; Graph construction; Knowledge graphs; Language model; Large language model; Large-scales; Performance; Knowledge graph,FALSE
"Prayitno, Kutut Aji (59136599200); Wicaksono, Hendro (36447071900)",Optimizing the Sustainability of Collaborative Logistics in Urban Area through Ontologies and Causal Artificial Intelligence: A Conceptual Framework,10.1016/j.procir.2024.10.208,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213013903&doi=10.1016%2fj.procir.2024.10.208&partnerID=40&md5=6cb6d1cb9c5ff9c51b96dcc71950130b,Scopus,"Efficiently managing logistics operations is crucial in elevating sustainability and tackling the challenges urbanization brings in today's urban environment. Collaborations among the public and private sectors in urban logistics are essential to minimize environmental impacts. This study aims to create a novel conceptual framework for collaborative logistics designed explicitly for sustainable metropolitan areas. The framework aims to enable collaborative data-driven sustainability optimization in urban logistics. It comprises ontologies to facilitate interoperability among stakeholders by providing a shared understanding of the exchanged data. The framework utilizes causal artificial intelligence to enable traceability and transparency of data-driven decisions compared to conventional machine learning working based on correlations. Furthermore, the framework also employs causal reinforcement learning that enables agents to learn what actions lead to targeted outcomes and why those actions are effective. The developed framework optimizes vehicle routes and conveyance selection while considering several operational constraints such as time windows, split-load scenarios, and commodity-specific requirements. Moreover, the system integrates the distinctive features of public transport networks. The suggested strategy minimizes fuel use and overall delivery costs, promoting a more sustainable logistics environment in metropolitan areas measured using Environmental, Social, and Governance (ESG) indicators. This study contributes to the theoretical understanding of collaborative logistics. It underscores the importance of environmental stewardship and societal well-being in logistics planning and implementation by utilizing a data-driven approach. © 2024 The Authors.",Causal AI; Collaborative sustainable urban logistics; Ontology; Reinforcement learning,Causal AI; Collaborative logistics; Collaborative sustainable urban logistic; Conceptual frameworks; Logistic operations; Metropolitan area; Ontology's; Reinforcement learnings; Urban areas; Urban logistics,FALSE
"Naresh Kumar, D. (57215896737); Deepak, Gerard (57217039816); Santhanavijayan, A. (55042923700)",A Novel Semantic Approach for Intelligent Response Generation using Emotion Detection Incorporating NPMI Measure,10.1016/j.procs.2020.03.320,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084501270&doi=10.1016%2fj.procs.2020.03.320&partnerID=40&md5=87640ffce4e04e49bdeedec74357d023,Scopus,"Expressions and emotions are the most common way of communication in day-to-day life. In the age of Artificial Intelligence and technological advancements, the entire human race finds itself amidst many software driven voice-assistants. The only reason AI cannot excel and spread its limits is that humans can interpret, understand and express in the form of emotions and these AI-driven systems cannot. Hence, there is a need for a proper methodology for the interpretation of emotions based on both text and speech. In order to accomplish this task, a light weight computational linguistic semantic approach has been proposed for detecting emotions and generating response incorporating NPMI and NAVA words, bridging the gap between Semantics and Natural Language Processing. Experimentations are conducted for the real-word TDIL dataset for emotions such as joy, sorrow, anger, disgust, and fear. The proposed approach yields an accuracy of 96.155% for the emotion joy and 82.44 % for fear which definitely is the best-in-class accuracy for such systems. © 2020 The Authors. Published by Elsevier B.V.",Chunking; Folksonomies; Knowledge Graph; Role-based Ontology; Semantic Similarity,Artificial intelligence; Natural language processing systems; Driven system; Emotion detection; Human races; Light weight; NAtural language processing; Response generation; Semantic approach; Technological advancement; Semantics,FALSE
"Sahlab, Nada (6508344043); Kahoul, Hesham (57844901600); Jazdi, Nasser (24491873600); Weyrich, Michael (6507626557)",A Knowledge Graph-Based Method for Automating Systematic Literature Reviews,10.1016/j.procs.2022.09.339,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143322122&doi=10.1016%2fj.procs.2022.09.339&partnerID=40&md5=ed4c0f601890ebdf7adf24bb88f72c9b,Scopus,"Systematic Literature Reviews aim at investigating current approaches to conclude a research gap or determine a futuristic approach. They represent a significant part of a research activity, from which new concepts stem. However, with the massive availability of publications at a rapid growing rate, especially digitally, it becomes challenging to efficiently screen and assess relevant publications. Another challenge is the continuous assessment of related work over a long period of time and the consequent need for a continuous update, which can be a time-consuming task. Knowledge graphs model entities in a connected manner and enable new insights using different reasoning and analysis methods. The objective of this work is to present an approach to partially automate the conduction of a Systematic Literature Review as well as classify and visualize the results as a knowledge graph. The designed software prototype was used for the conduction of a review on context-awareness in automation systems with considerably accurate results compared to a manual conduction. © 2022 The Authors. Published by Elsevier B.V.",context-aware automation systems; cyber-physical systems; knowledge graph; Systematic Literature Review,Automation; Embedded systems; Graphic methods; Knowledge graph; Software prototyping; 'current; Automation systems; Context-Aware; Context-aware automation system; Cybe-physical systems; Cyber-physical systems; Graph-based methods; Knowledge graphs; Research gaps; Systematic literature review; Cyber Physical System,FALSE
"Agrawal, Pawan (58305462900); Raj, Subham (57550196800); Saha, Sriparna (17435835500); Onoe, Naoyuki (57223738676)",A Meta-learning Based Generative Model with Graph Attention Network for Multi-Modal Recommender Systems,10.1016/j.procs.2023.08.196,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175854246&doi=10.1016%2fj.procs.2023.08.196&partnerID=40&md5=9b1e16150fa8aafc78dc16d6e5080b49,Scopus,"With increased data in various e-commerce domains or in different online streaming platforms like Amazon Prime, Netflix, etc, it has become more challenging to give a personalized recommendation to a user. In terms of the movie recommendation system, different multimodal information such as audio, video, and text are effectively fused together to tackle this problem. However, in real-world scenarios this information may not always be present, leading to the problem of missing modality. Existing works in Recommender Systems (RSs) may fail to recommend effectively if their model is not susceptible to missing modality. In this work, we propose a meta-learning model to deal with the missing modality problem. Our proposed model tries to reconstruct the missing features with the help of the existing modalities and once reconstructed, we pass them to novel trident architecture for solving the recommendation task. We have performed experiments on the newly created multimodal version of the MovieLens dataset. Additionally, we have incorporated a new modality where we extracted subtitles of the movies to increase the effectiveness of our missing modality model. © 2023 The Authors. Published by Elsevier B.V.",knowledge graph; Missing Modality; multi-modality; personalized recommendation; Recommendation system,Electronic commerce; Industry 4.0; Knowledge graph; Learning systems; E-commerce domains; Generative model; Knowledge graphs; Metalearning; Missing modality; Movie recommendations; Multi-modal; Multi-modality; Netflix; Personalized recommendation; Recommender systems,FALSE
"Rinaldi, Antonio M. (7102057739); Russo, Cristiano (57202457717); Tommasino, Cristian (57219668948)",Automatic image captioning combining natural language processing and deep neural networks,10.1016/j.rineng.2023.101107,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153520956&doi=10.1016%2fj.rineng.2023.101107&partnerID=40&md5=bb271018943f8ac211eaba061aa912cd,Scopus,"An image contains a lot of information that humans can detect in a very short time. Image captioning aims to detect this information by describing the image content through image and text processing techniques. One of the peculiarities of the proposed approach is the combination of multiple networks to catch as many distinct features as possible from a semantic point of view. In this work, our goal is to prove that a combination strategy of existing methods can efficiently improve the performance in the object detection tasks concerning the performance achieved by each tested individually. This approach involves using different deep neural networks that perform two levels of hierarchical object detection in an image. The results are combined and used by a captioning module that generates image captions through natural language processing techniques. Several experimental results are reported and discussed to show the effectiveness of our framework. The combination strategy has also improved, showing a gain in precision over single models. © 2023 The Author(s)",Deep neural networks; Image captioning; Object detection; Semantic-instance segmentation,Natural language processing systems; Object detection; Object recognition; Semantic Segmentation; Semantic Web; Semantics; Text processing; Automatic image captioning; Combination strategies; Image captioning; Image content; Images processing; Language processing; Natural languages; Objects detection; Performance; Semantic-instance segmentation; Deep neural networks,FALSE
"Chen, Tian (57221107937); Zhang, Yimu (57221111756); Qian, Xinwu (56498393900); Li, Jian (57713542200)",A knowledge graph-based method for epidemic contact tracing in public transportation,10.1016/j.trc.2022.103587,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124098488&doi=10.1016%2fj.trc.2022.103587&partnerID=40&md5=56b29114a19222f35b268299d167ac2d,Scopus,"Contact tracing is an effective measure by which to prevent further infections in public transportation systems. Considering the large number of people infected during the COVID-19 pandemic, digital contact tracing is expected to be quicker and more effective than traditional manual contact tracing, which is slow and labor-intensive. In this study, we introduce a knowledge graph-based framework for fusing multi-source data from public transportation systems to construct contact networks, design algorithms to model epidemic spread, and verify the validity of an effective digital contact tracing method. In particular, we take advantage of the trip chaining model to integrate multi-source public transportation data to construct a knowledge graph. A contact network is then extracted from the constructed knowledge graph, and a breadth-first search algorithm is developed to efficiently trace infected passengers in the contact network. The proposed framework and algorithms are validated by a case study using smart card transaction data from transit systems in Xiamen, China. We show that the knowledge graph provides an efficient framework for contact tracing with the reconstructed contact network, and the average positive tracing rate is over 96%. © 2022 Elsevier Ltd",Contact Network; Digital Contact Tracing; Epidemic Control; Knowledge Graph; Public Transportation,China; Fujian; Xiamen; Disease control; Graphic methods; Smart cards; Contact networks; Contact tracing; Digital contact tracing; Effective measures; Epidemic control; Graph-based methods; Knowledge graphs; Number of peoples; Public transportation; Public transportation systems; COVID-19; epidemic; knowledge; public transport; transportation system; Knowledge graph,FALSE
"Van Assche, Dylan (57217295531); Delva, Thomas (57224537205); Haesendonck, Gerald (56016715400); Heyvaert, Pieter (56912288000); De Meester, Ben (56244774300); Dimou, Anastasia (55236344100)",Declarative RDF graph generation from heterogeneous (semi-)structured data: A systematic literature review,10.1016/j.websem.2022.100753,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138148074&doi=10.1016%2fj.websem.2022.100753&partnerID=40&md5=80f319365d0e4fe3796862fc29fcef10,Scopus,"More and more data in various formats are integrated into knowledge graphs. However, there is no overview of existing approaches for generating knowledge graphs from heterogeneous (semi-)structured data, making it difficult to select the right one for a certain use case. To support better decision making, we study the existing approaches for generating knowledge graphs from heterogeneous (semi-)structured data relying on mapping languages. In this paper, we investigated existing mapping languages for schema and data transformations, and corresponding materialization and virtualization systems that generate knowledge graphs. We gather and unify 52 articles regarding knowledge graph generation from heterogeneous (semi-)structured data. We assess 15 characteristics on mapping languages for schema transformations, 5 characteristics for data transformations, and 14 characteristics for systems. Our survey paper provides an overview of the mapping languages and systems proposed the past two decades. Our work paves the way towards a better adoption of knowledge graph generation, as the right mapping language and system can be selected for each use case. © 2022",Data transformations; Declarative; Knowledge graph construction; Schema transformations; Survey,Decision making; Knowledge graph; Mapping; Resource Description Framework (RDF); Datum transformation; Declarative; Graph construction; Graph generation; Knowledge graph construction; Knowledge graphs; Mapping Language; Mapping systems; Schema transformation; Semistructured data; Surveys,FALSE
"Krabina, Bernhard (38361844400)",Building a Knowledge Graph for the History of Vienna with Semantic MediaWiki,10.1016/j.websem.2022.100771,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144827166&doi=10.1016%2fj.websem.2022.100771&partnerID=40&md5=93e726226b174a01bc8570941680d1e3,Scopus,"While research on semantic wikis is declining, Semantic MediaWiki (SMW) can still play an important role in the emerging field of knowledge graph curation. The Vienna History Wiki, a large knowledge base curated by the city government in collaboration with other institutions and the general public, provides an ideal use case for demonstrating strengths and weaknesses of SMW as well as discussing the challenges of co-curation in a cultural heritage setting. This paper describes processes like collaborative editing, interlinking unique identifiers on the web, sharing data with Wikidata, making use of Schema.org, and other ontologies. It presents insights from a user survey, access statistics, and a knowledge graph analysis. This work contributes to the scarce research in wiki usage outside of the Wikipedia ecosystem as well as to the field of community-based knowledge graph curation. The availability of a now significantly improved RDF representation indicates future directions for research and practice. © 2022 The Author(s)",Cultural heritage; Digital curation; Knowledge graphs; Linked data; Open government; Semantic MediaWiki; Semantic wikis; Vienna History Wiki,Knowledge graph; Open Data; Resource Description Framework (RDF); Semantics; Cultural heritages; Curation; Digital curation; Knowledge graphs; Large knowledge basis; Linked datum; Open government; Semantic mediawiki; Semantic Wikis; Vienna history wiki; Linked data,FALSE
"Hu, Zhifei (59233565000); Xia, Feng (59233565100)",Multi-stream graph attention network for recommendation with knowledge graph,10.1016/j.websem.2024.100831,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199523687&doi=10.1016%2fj.websem.2024.100831&partnerID=40&md5=31c88defc8de1d7132254fbdac77a843,Scopus,"In recent years, the powerful modeling ability of Graph Neural Networks (GNNs) has led to their widespread use in knowledge-aware recommender systems. However, existing GNN-based methods for information propagation among entities in knowledge graphs (KGs) may not efficiently filter out less informative entities. To address this challenge and improve the encoding of high-order structure information among many entities, we propose an end-to-end neural network-based method called Multi-stream Graph Attention Network (MSGAT). MSGAT explicitly discriminates the importance of entities from four critical perspectives and recursively propagates neighbor embeddings to refine the target node. Specifically, we use an attention mechanism from the user's perspective to distill the domain nodes' information of the predicted item in the KG, enhance the user's information on items, and generate the feature representation of the predicted item. We also propose a multi-stream attention mechanism to aggregate user history click item's neighborhood entity information in the KG and generate the user's feature representation. We conduct extensive experiments on three real datasets for movies, music, and books, and the empirical results demonstrate that MSGAT outperforms current state-of-the-art baselines. © 2024",Graph attention network; Information propagation; Knowledge graph; Recommendation,Graph neural networks; User profile; Attention mechanisms; Feature representation; Graph attention network; Graph neural networks; Information propagation; Knowledge graphs; Multi-stream; Network-based; Recommendation; Stream graphs; Knowledge graph,FALSE
"Hannah, George (58058771100); Sousa, Rita T. (57215315247); Dasoulas, Ioannis (58635301000); d'Amato, Claudia (57220032629)",On the legal implications of Large Language Model answers: A prompt engineering approach and a view beyond by exploiting Knowledge Graphs,10.1016/j.websem.2024.100843,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212850125&doi=10.1016%2fj.websem.2024.100843&partnerID=40&md5=5dedf0bf98928d8562f8f5679f862233,Scopus,"With the recent surge in popularity of Large Language Models (LLMs), there is the rising risk of users blindly trusting the information in the response. Nevertheless, there are cases where the LLM recommends actions that have potential legal implications and this may put the user in danger. We provide an empirical analysis on multiple existing LLMs showing the urgency of the problem. Hence, we propose a first short-term solution, consisting in an approach for isolating these legal issues through prompt engineering. We prove that this solution is able to stem some risks related to legal implications, nonetheless we also highlight some limitations. Hence, we argue on the need for additional knowledge-intensive resources and specifically Knowledge Graphs for fully solving these limitations. For the purpose, we draw our proposal aiming at designing and developing a solution powered by a legal Knowledge Graph (KG) that, besides capturing and alerting the user on possible legal implications coming from the LLM answers, is also able to provide actual evidence for them by supplying citations of the interested laws. We conclude with a brief discussion on the issues that may be needed to solve for building a comprehensive legal Knowledge Graph © 2024 The Authors",Knowledge Graph; Large Language Models; Legislative texts; Prompt engineering,Empirical analysis; Knowledge graphs; Language model; Large language model; Legal implications; Legal issues; Legal knowledge; Legislative text; Prompt engineering; Short-term solutions; Knowledge graph,FALSE
"Lopez, Vanessa (8928407100); Hoang, Lam (59487196600); Martinez-Galindo, Marcos (58102365900); Fernández-Díaz, Raúl (58483569100); Sbodio, Marco Luca (55886127400); Ordonez-Hurtado, Rodrigo (54179707600); Zayats, Mykhaylo (56423541200); Mulligan, Natasha (57196248386); Bettencourt-Silva, Joao (55223984600)",Enhancing foundation models for scientific discovery via multimodal knowledge graph representations,10.1016/j.websem.2024.100845,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213079148&doi=10.1016%2fj.websem.2024.100845&partnerID=40&md5=ec47f62ef32ff03a88281a295a913215,Scopus,"Foundation Models (FMs) hold transformative potential to accelerate scientific discovery, yet reaching their full capacity in complex, highly multimodal domains such as genomics, drug discovery, and materials science requires a deeper consideration of the contextual nature of the scientific knowledge. We revisit the synergy between FMs and Multimodal Knowledge Graph (MKG) representation and learning, exploring their potential to enhance predictive and generative tasks in biomedical contexts like drug discovery. We seek to exploit MKGs to improve generative AI models’ ability to capture intricate domain-specific relations and facilitate multimodal fusion. This integration promises to accelerate discovery workflows by providing more meaningful multimodal knowledge-enhanced representations and contextual evidence. Despite this potential, challenges and opportunities remain, including fusing multiple sequential, structural and knowledge modalities and models leveraging the strengths of each; developing scalable architectures for multi-task multi-dataset learning; creating end-to-end workflows to enhance the trustworthiness of biomedical FMs using knowledge from heterogeneous datasets and scientific literature; the domain data bottleneck and the lack of a unified representation between natural language and chemical representations; and benchmarking, specifically the transfer learning to tasks with limited data (e.g., unseen molecules and proteins, rear diseases). Finally, fostering openness and collaboration is key to accelerate scientific breakthroughs. © 2024",Knowledge-enhanced drug discovery; Multimodal graph learning; Multimodal knowledge graphs,Drug discovery; Foundation models; Graph representation; Knowledge graphs; Knowledge-enhanced drug discovery; Multi-modal; Multimodal graph learning; Multimodal knowledge graph; Scientific discovery; Knowledge graph,FALSE
"Waltersdorfer, Laura (57209322326); Sabou, Marta (14042331100)",Leveraging Knowledge Graphs for AI System Auditing and Transparency,10.1016/j.websem.2024.100849,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214195864&doi=10.1016%2fj.websem.2024.100849&partnerID=40&md5=b0ce4ebc3a377871dfaf84d06e4301a5,Scopus,"Auditing complex Artificial Intelligence (AI) systems is gaining importance in light of new regulations and is particularly challenging in terms of system complexity, knowledge integration, and differing transparency needs. Current AI auditing tools however, lack semantic context, resulting in difficulties for auditors in effectively collecting and integrating, but also for analysing and querying audit data. In this position paper, we explore how Knowledge Graphs (KGs) can address these challenges by offering a structured and integrative approach to collecting and transforming audit traces. This work discusses the current limitations in both AI auditing processes and tools. Furthermore, we examine how KGs can play a transformative role in overcoming these obstacles to achieve improved auditability and transparency of AI systems. © 2024",AI auditing; AI transparency; Knowledge Graphs,Structured Query Language; 'current; Artificial intelligence auditing; Artificial intelligence systems; Artificial intelligence transparency; Audit data; Knowledge graphs; Knowledge integration; Position papers; Semantic context; Systems complexity; Knowledge graph,FALSE
"Graham, Shawn (56462019100); Yates, Donna (56035555900); El-Roby, Ahmed (55975785300); Brousseau, Chantal (58317453200); Ellens, Jonah (58317672600); McDermott, Callum (58316597400)",Relationship Prediction in a Knowledge Graph Embedding Model of the Illicit Antiquities Trade,10.1017/aap.2023.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162097735&doi=10.1017%2faap.2023.1&partnerID=40&md5=c32f24d5e0079a4c5a7b481f912a9383,Scopus,"The transnational networks of the illicit and illegal antiquities trade are hard to perceive. We suggest representing the trade as a knowledge graph with multiple kinds of relationships that can be transformed by a neural architecture into a knowledge graph embedding model. The result is that the vectorization of the knowledge represented in the graph can be queried for missing knowledge of the trade by virtue of the various entities' proximity in the multidimensional embedding space. In this article, we build a knowledge graph about the antiquities trade using a semantic annotation tool, drawing on the series of articles in the Trafficking Culture Project's online encyclopedia. We then use the AmpliGraph package, a series of tools for supervised machine learning (Costabello et al. 2019) to turn the graph into a knowledge graph embedding model. We query the model to predict new hypotheses and to cluster actors in the trade. The model suggests connections between actors and institutions hitherto unsuspected and not otherwise present in the original knowledge graph. This approach could hold enormous potential for illuminating the hidden corners of the illicit antiquities trade. The same method could be applied to other kinds of archaeological knowledge.  Copyright © The Author(s), 2023. Published by Cambridge University Press on behalf of Society for American Archaeology.",embedding models; illicit antiquities trade; knowledge graph; link prediction; networks,,FALSE
"Xu, Jiang (57190427223); Sun, Gang (57195761468); Ou, Xifan (57195973190); Xu, Jingyu (58405767100); Lu, Han (57215043078); Su, Pujie (57215031943); Wei, Qiushi (57215051873); Ding, Man (26039127800)",The construction of design science knowledge graphs - Based on national natural science foundation of China,10.1017/dsi.2019.267,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079830597&doi=10.1017%2fdsi.2019.267&partnerID=40&md5=68a6c8bc4b89d30a03dd56c055481eb3,Scopus,"In the era of knowledge networking, the structure and production mode of knowledge are constantly changing. This article creatively introduces the knowledge mapping method in design research, and based on the perspective of the National Natural Science Foundation of China（NSFC）to compile literature, uses word frequency analysis, co-word analysis, and citation analysis to construct knowledge graphs of design science. This study graphically shows the distribution and flow law of knowledge within design discipline and probes into the research frontier and evolution trend of Chinese design science. © 2019 Design Society. All rights reserved.",Design methodology; Design theory; Knowledge graphy; NSFC; Research methodologies and methods,Design; Information analysis; Design Methodology; Design science; Design theory; Graph-based; Knowledge graphs; Knowledge graphy; National natural science foundation of chinas; NSFC; Research method; Research methodologies; Knowledge graph,FALSE
"Hall, Stephanie (57210119285); Dhanda, Mandeep (57203868983); Dhokia, Vimal (24334572300)",Towards an ontology to capture human attributes in human-robot collaboration,10.1017/pds.2024.261,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194093215&doi=10.1017%2fpds.2024.261&partnerID=40&md5=8387b130c2b607351207c4a66684c169,Scopus,"A core predicate of Industry 5.0 (I5.0) is the integration of human, environmental and social factors with new technologies. The integration of collaborative robots offers increased productivity but raises questions on safety and how robots can respond to varying cognitive and physical attributes. This paper discusses the significance of structured ontologies in managing complex information for proactive, safe, and productive human-robot collaboration. The paper highlights the future work to be undertaken to ensure the safe and fluid integration of humans and robots within I5.0. © 2024 Proceedings of the Design Society. All rights reserved.",human behaviour; human-robot collaboration; ontology,Behavioral research; Environmental technology; Integration; Robots; Collaborative robots; Complex information; Environmental factors; Fluid integration; Human attributes; Human behaviors; Human-robot collaboration; Increased productivity; Ontology's; Social factor; Ontology,FALSE
